Student Name,Event Name,Dept,College,City,District,feedback
Barbara Tran,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Alicia Evans,Electric Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,5.0
Diana Shaw,Ethical Hacking Workshop,CSBS,VIT University,Vellore,Vellore,4.0
Melissa Robinson,Quantum Computing in Practice Symposium,AI&DS,SSN College of Engineering,Chennai,Chennai,3.0
Gerald Banks,Cybersecurity Expo 2024,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Jeffrey Brown,Global AI Research Conference,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Brandon Walker,Frontend Mastery Workshop,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Kathryn Williams,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Christopher Wood,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Melissa Costa,Web Dev Con,CSE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Scott Wiggins,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
John Curry,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Tiffany Morrow,International Marathon,EEE,PSG College of Technology,Coimbatore,Coimbatore,1.0
Christian Moore,Reinforcement Learning Summit 2024,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
James Chandler,International Marathon,ECE,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Lauren Ross,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Alicia Jenkins,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Thomas Jones,International Marathon,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1.0
Julie Moore,Quantum Computing in Practice Symposium,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Nancy Palmer,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Megan Wilson,Quantum Computing in Practice Symposium,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Brett Larson,Cybersecurity Expo 2024,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Melissa Gutierrez,Quantum Computing in Practice Symposium,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Robert Griffin,Global Cybersecurity Summit,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Phillip Murphy,International Marathon,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1.0
Gregory Perez,Advanced Robotics Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Matthew Noble,Global Cybersecurity Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Brian Harrison,AI & Machine Learning Expo,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Joshua Phillips,Power Systems Conference,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Melissa Patterson,International Marathon,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2.0
Lisa Becker,Quantum Computing in Practice Symposium,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Adam Woodard,Ethical Hacking Workshop,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Robert Harrison,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Sue White,Frontend Mastery Workshop,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Maria Hinton,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Luis Wiggins,Reinforcement Learning Summit 2024,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Steven Juarez,Frontend Mastery Workshop,CSE,SASTRA Deemed to be University,Thanjavur,Thanjavur,4.0
Brittney Mcdaniel,Advanced Robotics Workshop,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Robert Sanchez,Startup Funding Summit,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Kayla Gomez,Startup Funding Summit,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Mark Hart,Global AI Research Conference,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Kelly Cantu,Reinforcement Learning Summit 2024,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Kevin Miller,Startup Funding Summit,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Mary Hanson,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Mariah Gilbert,Cybersecurity Expo 2024,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Kevin Martinez,Frontend Mastery Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Gloria Brewer,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Elizabeth Chen,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Carolyn Stafford,Global AI Research Conference,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Kevin Santiago,Advanced Robotics Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Robert Dawson,Ethical Hacking Workshop,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Taylor Hill,International Marathon,CSBS,PSG College of Technology,Coimbatore,Coimbatore,2.0
Peggy Brown,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Theresa Wilson,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Frank Hart,Frontend Mastery Workshop,CSE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Brandy Smith,Frontend Mastery Workshop,CSE,SSN College of Engineering,Chennai,Chennai,4.0
Christopher Carroll,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Larry Simmons,International Marathon,CSE,PSG College of Technology,Coimbatore,Coimbatore,3.0
Blake Reese,Electric Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Carla Bauer,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Morgan Rios,Web Dev Con,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Michael Neal,Cybersecurity Expo 2024,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
James Moore,AI & Machine Learning Expo,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Jacob White,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Dr. Troy Chandler,Global Cybersecurity Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Robert Howard,International Marathon,EEE,Kumaraguru College of Technology,Coimbatore,Coimbatore,1.0
James Young,Cybersecurity Expo 2024,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Gina Allen,Blockchain Summit 2024,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Robert Bruce,Reinforcement Learning Summit 2024,AI&DS,SSN College of Engineering,Chennai,Chennai,5.0
Dana Blake,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
David Carlson,Advanced Robotics Workshop,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Sarah Mcdowell,Startup Funding Summit,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Andrea Torres,Frontend Mastery Workshop,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Janet Wong,Ethical Hacking Workshop,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Debra Swanson,Power Systems Conference,ECE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Jasmine Diaz,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Amy Vargas,Advanced Robotics Workshop,AI&DS,SSN College of Engineering,Chennai,Chennai,3.0
Brandon Compton,Quantum Computing in Practice Symposium,EEE,VIT University,Vellore,Vellore,3.0
Cheryl Garcia,International Marathon,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,2.0
John Ruiz,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Felicia Weaver,Power Systems Conference,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Richard Carr,Power Systems Conference,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Tracy Nelson,AI & Machine Learning Expo,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Gloria Raymond,Global AI Research Conference,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Heather Kelly,Global AI Research Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Christopher Cross,Frontend Mastery Workshop,CSE,SSN College of Engineering,Chennai,Chennai,5.0
Karla Johnson,AI & Machine Learning Expo,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Anna White,Global Cybersecurity Summit,CSBS,SSN College of Engineering,Chennai,Chennai,3.0
Julie Simmons,Global Cybersecurity Summit,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Gerald Case,Blockchain Summit 2024,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,1.0
Julia Yu,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
James Burns,Quantum Computing in Practice Symposium,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Ann Woodard,Electric Vehicle Expo,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Mitchell Woodward,Quantum Computing in Practice Symposium,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Julia Alexander,Reinforcement Learning Summit 2024,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Lisa Pace,International Marathon,CSE,PSG College of Technology,Coimbatore,Coimbatore,3.0
Dylan Miller,Advanced Robotics Workshop,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Jessica Smith,Web Dev Con,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Joseph Baker,Quantum Computing in Practice Symposium,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Allison Scott,International Marathon,EEE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2.0
Ashley Delgado,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Tammy Fowler,Cybersecurity Expo 2024,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Lindsay Martinez,Cybersecurity Expo 2024,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Thomas Ellis,Power Systems Conference,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Patrick Bray,Electric Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Daniel Cabrera,Power Systems Conference,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Laurie Weeks,Cybersecurity Expo 2024,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Haley Blackwell,Frontend Mastery Workshop,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Terry Cox,Cybersecurity Expo 2024,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Mitchell Shepherd,Electric Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Rebecca Castillo,Quantum Computing in Practice Symposium,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Jessica Jenkins,Ethical Hacking Workshop,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Rachel Holloway,Quantum Computing in Practice Symposium,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,3.0
Philip Murphy,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
William Tucker,Global Cybersecurity Summit,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Jordan Shepherd,Advanced Robotics Workshop,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Laurie Brown,Electric Vehicle Expo,ECE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Sonya Gomez,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Bradley Richardson,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Alexandra Ellis,Quantum Computing in Practice Symposium,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Maria Scott,Global AI Research Conference,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
John Welch,AI & Machine Learning Expo,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Paul Price,Cybersecurity Expo 2024,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Tonya Hoffman,Web Dev Con,CSE,SSN College of Engineering,Chennai,Chennai,4.0
Brandy Griffin,Power Systems Conference,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5.0
Laura Mason,Global AI Research Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
James Henderson,Power Systems Conference,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Christopher Cunningham,Cybersecurity Expo 2024,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Jeffrey Gates,Web Dev Con,CSE,SSN College of Engineering,Chennai,Chennai,4.0
Nicholas Mcclure,Ethical Hacking Workshop,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Tiffany Morris,Blockchain Summit 2024,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Denise Schmidt,Reinforcement Learning Summit 2024,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Donna Nguyen,Global Cybersecurity Summit,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Matthew Evans,International Marathon,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,1.0
Brittany Castillo,Electric Vehicle Expo,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
Benjamin Parker,Electric Vehicle Expo,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Charles Long,Blockchain Summit 2024,CSE,SSN College of Engineering,Chennai,Chennai,3.0
Jacob Cook DDS,Electric Vehicle Expo,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Kevin Stephens,Quantum Computing in Practice Symposium,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Alec Booth,Quantum Computing in Practice Symposium,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Michelle Bell,Ethical Hacking Workshop,CSBS,VIT University,Vellore,Vellore,5.0
Joshua Montgomery,Global Cybersecurity Summit,CSBS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Todd Li,Frontend Mastery Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Karen Cooke,Startup Funding Summit,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3.0
Mark Hamilton,Global Cybersecurity Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Richard Wells,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
James Jones,Global AI Research Conference,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
Jennifer Smith,Electric Vehicle Expo,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Lisa Hall,Global AI Research Conference,AI&DS,SSN College of Engineering,Chennai,Chennai,4.0
Carolyn Baker,Power Systems Conference,ECE,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Robin Ramos,AI & Machine Learning Expo,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Elizabeth Moore,Cybersecurity Expo 2024,CSBS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,4.0
Amanda Coleman,Advanced Robotics Workshop,AI&DS,VIT University,Vellore,Vellore,3.0
Katie Murphy,Quantum Computing in Practice Symposium,EEE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Adrian Robinson,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Tyrone Hoover,Ethical Hacking Workshop,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Christopher Jones,Electric Vehicle Expo,ECE,SSN College of Engineering,Chennai,Chennai,4.0
Abigail Scott,Startup Funding Summit,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Craig Savage,Electric Vehicle Expo,ECE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Tanya Johnson,Web Dev Con,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Patrick Carroll,Global Cybersecurity Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Wendy Mills,Electric Vehicle Expo,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,4.0
Donald Long,Power Systems Conference,ECE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Lori Garcia,International Marathon,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Alejandro George,Frontend Mastery Workshop,CSE,SSN College of Engineering,Chennai,Chennai,5.0
Amanda Robinson,Reinforcement Learning Summit 2024,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Dean Brown,Frontend Mastery Workshop,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Jonathan Williams,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Jennifer Goodwin,Startup Funding Summit,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Gary Ortiz,Advanced Robotics Workshop,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Andrew Griffin,Electric Vehicle Expo,ECE,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Eric Ramirez,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Christina Mckinney,AI & Machine Learning Expo,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Laura Hancock DDS,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1.0
Brian Johnson,Global AI Research Conference,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4.0
Jerome Lucas,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Benjamin Mills,Quantum Computing in Practice Symposium,CSBS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Brandon Castaneda,Reinforcement Learning Summit 2024,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,4.0
Kenneth Chavez,Global Cybersecurity Summit,CSBS,SSN College of Engineering,Chennai,Chennai,5.0
John Mata,Reinforcement Learning Summit 2024,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Mary Hernandez,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,1.0
Nathan Wright,Reinforcement Learning Summit 2024,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Carlos Carter,AI & Machine Learning Expo,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,5.0
Dr. Angelica Williams,Advanced Robotics Workshop,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4.0
Steve Davis,Blockchain Summit 2024,CSE,Coimbatore Institute of Technology,Coimbatore,Coimbatore,4.0
Laura Higgins,AI & Machine Learning Expo,AI&DS,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Tara Fernandez,Startup Funding Summit,EEE,PSG College of Technology,Coimbatore,Coimbatore,3.0
Michael Keller,Quantum Computing in Practice Symposium,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5.0
Susan Stephens,Reinforcement Learning Summit 2024,AI&DS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,5.0
Christina Perez,Advanced Robotics Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3.0
Jermaine Kramer,Web Dev Con,CSE,PSG College of Technology,Coimbatore,Coimbatore,5.0
Carlos Case,Startup Funding Summit,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,3.0
Sue Trevino,Power Systems Conference,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,5.0
Alexandra Kennedy,International Marathon,ECE,SSN College of Engineering,Chennai,Chennai,3.0
Sierra Martinez,Blockchain Summit 2024,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
John Obrien,Blockchain Summit 2024,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,4.0
Melanie Lee,International Marathon,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3.0
Samuel Townsend,Web Dev Con,CSE,SSN College of Engineering,Chennai,Chennai,5.0
Devin Barber,Power Systems Conference,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,5.0
Carol Kim,Quantum Computing in Practice Symposium,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,3.0
David Huff,Startup Funding Summit,CSBS,Coimbatore Institute of Technology,Coimbatore,Coimbatore,3.0
Peter Kelly,Power Systems Conference,ECE,PSG College of Technology,Coimbatore,Coimbatore,4.0
Scott Ramsey,Web Dev Con,CSE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5.0
