Student Name,Event Name,Dept,College,City,District,feedback
Ansh Uppal,IoT with Raspberry Pi and Arduino Workshop,EEE,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Alexander Nath,Tech & Cultural Fusion Fest,EEE,St. Joseph's College,Trichy,Trichy,1
Kai Chaudhary,GitHub Open Source Contribution Day,EEE,Bharathidasan University,Trichy,Trichy,4
Thomas Saini,International Conference on AI and ML,EEE,SASTRA Deemed to be University,Thanjavur,Thanjavur,4
Gauri Yadav,Blockchain App Development Hackathon,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3
Kavya Bhavsar,Business Idea Pitch Competition,EEE,NIT Trichy,Trichy,Trichy,2
Manbir Cherian,TechX – The Ultimate Tech Festival,CSBS,CIT College of Engineering,Coimbatore,Coimbatore,3
Utkarsh Kapoor,Tech for Good Challenge,CSE,Bharathidasan University,Trichy,Trichy,4
Hemani Srivastava,TechX – The Ultimate Tech Festival,CSE,NIT Trichy,Trichy,Trichy,2
Chandran Acharya,Kaggle Data Science Challenge,CSBS,St. Joseph's College,Trichy,Trichy,2
Hardik Ganesh,ACM ICPC Regional Coding Contest,ECE,St. Joseph's College,Trichy,Trichy,4
Divya Singh,GitHub Open Source Contribution Day,CSBS,SRM Institute of Science and Technology,Chennai,Chennai,5
Prisha Bala,IoT with Raspberry Pi and Arduino Workshop,EEE,NIT Trichy,Trichy,Trichy,4
Neha Dada,AI/ML Challenge,EEE,PSG College of Technology,Coimbatore,Coimbatore,2
Netra Patla,ACM ICPC Regional Coding Contest,CSBS,Anna University,Chennai,Chennai,0
Yashawini Bhardwaj,Entrepreneurship in Tech Talk Series,CSE,CIT College of Engineering,Coimbatore,Coimbatore,5
Aarav Shere,International Conference on AI and ML,ECE,CIT College of Engineering,Coimbatore,Coimbatore,4
Priya Dugar,GitHub Open Source Contribution Day,AI&DS,NIT Trichy,Trichy,Trichy,3
Yauvani Shroff,Business Idea Pitch Competition,CSBS,St. Joseph's College,Trichy,Trichy,4
Yashoda Varughese,Cybersecurity Trends & Innovations Seminar,CSBS,St. Joseph's College,Trichy,Trichy,0
Rehaan Rege,Innovation Week – Showcasing Student Projects,ECE,St. Joseph's College,Trichy,Trichy,5
Advik Chaudhry,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,BITS Pilani,Pilani,Pilani,4
Qadim Kothari,Web Development with React Workshop,ECE,SRM Institute of Science and Technology,Chennai,Chennai,3
Vaishnavi Rout,Cybersecurity Trends & Innovations Seminar,ECE,Bharathidasan University,Trichy,Trichy,0
Urmi Bhatia,Machine Learning with Python Workshop,ECE,St. Joseph's College,Trichy,Trichy,4
Meghana Kadakia,Web Development with React Workshop,ECE,NIT Trichy,Trichy,Trichy,4
Vincent Nadkarni,Langchain for LLM Applications Workshop,AI&DS,St. Joseph's College,Trichy,Trichy,2
Panini Raval,TechX – The Ultimate Tech Festival,CSE,St. Joseph's College,Trichy,Trichy,3
Azaan Tata,GitHub Open Source Contribution Day,CSE,Anna University,Chennai,Chennai,5
Gautami Tata,Blockchain and Cryptocurrencies Summit,ECE,St. Joseph's College,Trichy,Trichy,5
Aarna Deshmukh,Blockchain and Smart Contracts Workshop,CSBS,Bharathidasan University,Trichy,Trichy,2
Amruta Sawhney,International Conference on AI and ML,CSBS,Bharathidasan University,Trichy,Trichy,4
Ria Chadha,ACM ICPC Regional Coding Contest,AI&DS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Oeshi Khatri,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,VIT University,Vellore,Vellore,3
Nandini Mitra,RoboWars - Autonomous Robot Battle,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,2
Veer Datta,International Conference on AI and ML,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,2
Jason Jayaraman,Cloud Computing with AWS Workshop,EEE,SSN College of Engineering,Chennai,Chennai,3
Samarth Saha,Deep Learning Online Workshop,EEE,St. Joseph's College,Trichy,Trichy,2
Vamakshi Bhasin,Techathon 2024,CSBS,Bharathidasan University,Trichy,Trichy,3
Ladli Lanka,Blockchain and Cryptocurrencies Summit,CSE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,4
Ayaan Tata,Sustainability Tech Expo,CSBS,Bharathidasan University,Trichy,Trichy,2
Pallavi Aurora,Tech & Cultural Fusion Fest,AI&DS,NIT Trichy,Trichy,Trichy,5
Pallavi Gupta,Virtual Career Fair,EEE,Bharathidasan University,Trichy,Trichy,2
Ronith Nagar,Visit to Tesla's Gigafactory,AI&DS,NIT Trichy,Trichy,Trichy,2
Tristan Chhabra,Business Idea Pitch Competition,ECE,BITS Pilani,Pilani,Pilani,4
Nimrat Nagy,Machine Learning with Python Workshop,ECE,NIT Trichy,Trichy,Trichy,5
Gayathri Dugal,Industry Insights Panel,CSE,Bharathidasan University,Trichy,Trichy,2
Libni Saini,Cybersecurity for Beginners Workshop,EEE,Bharathidasan University,Trichy,Trichy,2
Chatura Bhalla,Kaggle Data Science Challenge,EEE,St. Joseph's College,Trichy,Trichy,4
Hredhaan Yohannan,ACM ICPC Regional Coding Contest,CSE,VIT University,Vellore,Vellore,5
Sai Sethi,Blockchain and Cryptocurrencies Summit,CSBS,Bharathidasan University,Trichy,Trichy,5
Sudiksha Balasubramanian,Innovation Week – Showcasing Student Projects,ECE,Anna University,Chennai,Chennai,4
Nicholas Setty,Deep Learning Online Workshop,CSBS,St. Joseph's College,Trichy,Trichy,0
Yachana Lanka,Kaggle Data Science Challenge,ECE,St. Joseph's College,Trichy,Trichy,2
Sara Tank,International Conference on AI and ML,ECE,St. Joseph's College,Trichy,Trichy,4
Megha Bala,Cloud Computing with AWS Workshop,CSE,Bharathidasan University,Trichy,Trichy,4
Nitara Balasubramanian,Machine Learning with Python Workshop,EEE,Bharathidasan University,Trichy,Trichy,2
Yashvi Viswanathan,Startup Networking Night,CSBS,St. Joseph's College,Trichy,Trichy,3
Avi Ramaswamy,Mobile App Development (Android/iOS) Workshop,CSE,NIT Trichy,Trichy,Trichy,4
Advaith Dar,Cybersecurity Trends & Innovations Seminar,ECE,St. Joseph's College,Trichy,Trichy,5
Garima Pillay,Virtual Career Fair,EEE,St. Joseph's College,Trichy,Trichy,3
Falguni Patla,Blockchain and Cryptocurrencies Summit,CSBS,St. Joseph's College,Trichy,Trichy,2
Nakul Sandal,Cybersecurity Trends & Innovations Seminar,AI&DS,BITS Pilani,Pilani,Pilani,3
Chakrika Kulkarni,TechX – The Ultimate Tech Festival,ECE,NIT Trichy,Trichy,Trichy,3
Daniel Dixit,IoT with Raspberry Pi and Arduino Workshop,ECE,NIT Trichy,Trichy,Trichy,3
Madhav Dar,Techathon 2024,CSBS,St. Joseph's College,Trichy,Trichy,3
Pavani Ghosh,Cybersecurity Trends & Innovations Seminar,ECE,Bharathidasan University,Trichy,Trichy,3
Utkarsh Gill,GitHub Open Source Contribution Day,AI&DS,Bharathidasan University,Trichy,Trichy,3
Lohit Dua,Blockchain and Smart Contracts Workshop,CSBS,Bharathidasan University,Trichy,Trichy,5
Ria Khosla,Machine Learning with Python Workshop,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Ayush Korpal,Webinar on Quantum Computing,CSBS,Thiagarajar College of Engineering,Madurai,Madurai,4
Indali Bajwa,Cybersecurity Trends & Innovations Seminar,AI&DS,St. Joseph's College,Trichy,Trichy,0
Daniel Sura,Tech for Good Challenge,CSE,St. Joseph's College,Trichy,Trichy,3
Neelima Ghosh,Blockchain App Development Hackathon,CSE,NIT Trichy,Trichy,Trichy,2
Upkaar Saraf,Tech for Good Challenge,CSE,Kumaraguru College of Technology,Coimbatore,Coimbatore,5
Chatresh Lata,Machine Learning with Python Workshop,CSE,St. Joseph's College,Trichy,Trichy,0
Darika Setty,Langchain for LLM Applications Workshop,AI&DS,St. Joseph's College,Trichy,Trichy,0
Darika Bedi,ACM ICPC Regional Coding Contest,EEE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Neelima Sheth,Business Idea Pitch Competition,AI&DS,St. Joseph's College,Trichy,Trichy,3
Aahana Ben,Business Idea Pitch Competition,EEE,NIT Trichy,Trichy,Trichy,0
Harinakshi Choudhary,Alumni Networking Evening,EEE,Bharathidasan University,Trichy,Trichy,5
Netra Rastogi,Innovation Week – Showcasing Student Projects,EEE,Bharathidasan University,Trichy,Trichy,4
Ucchal Thaker,Blockchain and Cryptocurrencies Summit,ECE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,5
Abhimanyu Apte,AI/ML Challenge,CSE,St. Joseph's College,Trichy,Trichy,0
Mekhala More,Web Development with React Workshop,CSE,Bharathidasan University,Trichy,Trichy,3
Andrew Shanker,Cloud Computing with AWS Workshop,CSE,Bharathidasan University,Trichy,Trichy,4
Kashish Jayaraman,Cybersecurity Capture the Flag (CTF) Hackathon,EEE,St. Joseph's College,Trichy,Trichy,4
Anvi Dada,Mobile App Development (Android/iOS) Workshop,CSBS,NIT Trichy,Trichy,Trichy,0
Saanvi Kapadia,IoT with Raspberry Pi and Arduino Workshop,ECE,NIT Trichy,Trichy,Trichy,5
Amara Narayan,Kaggle Data Science Challenge,ECE,NIT Trichy,Trichy,Trichy,2
Lipika Sarraf,Industry Insights Panel,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Rudra Ramaswamy,Sustainability Tech Expo,ECE,SSN College of Engineering,Chennai,Chennai,0
Triya Soni,International Conference on AI and ML,EEE,Bharathidasan University,Trichy,Trichy,4
Warinder Rao,Business Idea Pitch Competition,ECE,Anna University,Chennai,Chennai,3
Anirudh Arora,Sustainability Tech Expo,ECE,St. Joseph's College,Trichy,Trichy,3
Abdul Wali,Blockchain and Smart Contracts Workshop,CSBS,St. Joseph's College,Trichy,Trichy,1
Maanas Arya,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,Bharathidasan University,Trichy,Trichy,2
Aadi Chana,ACM ICPC Regional Coding Contest,CSBS,VIT University,Vellore,Vellore,4
Omkaar Hegde,Business Idea Pitch Competition,EEE,Bharathidasan University,Trichy,Trichy,4
Rajata Dyal,Business Idea Pitch Competition,CSE,Bharathidasan University,Trichy,Trichy,4
Bimala Mital,Deep Learning Online Workshop,ECE,SASTRA Deemed to be University,Thanjavur,Thanjavur,3
Hemal Kothari,Industry Insights Panel,CSBS,St. Joseph's College,Trichy,Trichy,2
Anita Bakshi,Big Data Analytics with Apache Spark,AI&DS,St. Joseph's College,Trichy,Trichy,3
Ekapad Ratta,Alumni Networking Evening,ECE,St. Joseph's College,Trichy,Trichy,0
Warinder Trivedi,Sustainability Tech Expo,CSBS,VIT University,Vellore,Vellore,5
Sudiksha Bansal,Cybersecurity Capture the Flag (CTF) Hackathon,ECE,St. Joseph's College,Trichy,Trichy,5
Rudra Keer,TechX – The Ultimate Tech Festival,CSE,NIT Trichy,Trichy,Trichy,2
Megha Sabharwal,Entrepreneurship in Tech Talk Series,ECE,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,0
Darpan Swaminathan,Cybersecurity Capture the Flag (CTF) Hackathon,CSE,Bharathidasan University,Trichy,Trichy,0
Mohammed Grewal,International Conference on AI and ML,CSE,CIT College of Engineering,Coimbatore,Coimbatore,5
Bhanumati Saha,TechX – The Ultimate Tech Festival,CSBS,Kumaraguru College of Technology,Coimbatore,Coimbatore,0
Ishaan Puri,Innovation Week – Showcasing Student Projects,EEE,NIT Trichy,Trichy,Trichy,2
Devansh Loyal,Blockchain and Cryptocurrencies Summit,ECE,Bharathidasan University,Trichy,Trichy,5
Waida Suri,Cybersecurity Capture the Flag (CTF) Hackathon,EEE,Bharathidasan University,Trichy,Trichy,4
Ishani Chaudhry,Blockchain and Smart Contracts Workshop,AI&DS,Bharathidasan University,Trichy,Trichy,5
Neha Kohli,Business Idea Pitch Competition,EEE,Bharathidasan University,Trichy,Trichy,3
Omisha Malhotra,Virtual Career Fair,CSE,SRM Institute of Science and Technology,Chennai,Chennai,3
Rehaan Kunda,IoT with Raspberry Pi and Arduino Workshop,EEE,St. Joseph's College,Trichy,Trichy,3
Frado Chandran,Deep Learning Online Workshop,CSE,VIT University,Vellore,Vellore,5
Fiyaz Mane,RoboWars - Autonomous Robot Battle,EEE,Bharathidasan University,Trichy,Trichy,5
Dayamai Rau,Mobile App Development (Android/iOS) Workshop,EEE,NIT Trichy,Trichy,Trichy,4
Charita Bhat,GitHub Open Source Contribution Day,AI&DS,NIT Trichy,Trichy,Trichy,2
Naveen Tak,Industry Insights Panel,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Farhan Sidhu,International Conference on AI and ML,AI&DS,Bharathidasan University,Trichy,Trichy,5
Nidhi Natarajan,Techathon 2024,AI&DS,NIT Trichy,Trichy,Trichy,3
Sathvik Zacharia,Mobile App Development (Android/iOS) Workshop,AI&DS,NIT Trichy,Trichy,Trichy,2
Urvashi Sarna,Kaggle Data Science Challenge,ECE,SSN College of Engineering,Chennai,Chennai,4
Divya Salvi,Cybersecurity Capture the Flag (CTF) Hackathon,AI&DS,Bharathidasan University,Trichy,Trichy,1
Rishi Tandon,Visit to Tesla's Gigafactory,AI&DS,SRM Institute of Science and Technology,Chennai,Chennai,3
Aditya Kunda,Blockchain and Smart Contracts Workshop,EEE,St. Joseph's College,Trichy,Trichy,4
Aditya Aurora,Kaggle Data Science Challenge,CSE,St. Joseph's College,Trichy,Trichy,0
Chakradhar Mohanty,ACM ICPC Regional Coding Contest,CSE,St. Joseph's College,Trichy,Trichy,5
Madhav Prabhu,Startup Expo and Job Fair,EEE,VIT University,Vellore,Vellore,5
Lopa Jani,International Conference on AI and ML,CSBS,Bharathidasan University,Trichy,Trichy,3
Triya Gade,Techathon 2024,ECE,Kumaraguru College of Technology,Coimbatore,Coimbatore,2
Gunbir Swaminathan,RoboWars - Autonomous Robot Battle,EEE,SRM Institute of Science and Technology,Chennai,Chennai,0
Chakradhar Chatterjee,AI/ML Challenge,CSBS,CIT College of Engineering,Coimbatore,Coimbatore,4
Bhavika Bumb,Deep Learning Online Workshop,AI&DS,SASTRA Deemed to be University,Thanjavur,Thanjavur,4
Yadavi Ratti,International Conference on AI and ML,CSBS,Bharathidasan University,Trichy,Trichy,1
Anmol Nanda,Startup Networking Night,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,1
Xalak Sachar,Cybersecurity Trends & Innovations Seminar,EEE,NIT Trichy,Trichy,Trichy,4
Praneel Tiwari,Cloud Computing with AWS Workshop,ECE,NIT Trichy,Trichy,Trichy,5
Ansh Anand,Tech for Good Challenge,CSE,SRM Institute of Science and Technology,Chennai,Chennai,4
Aarnav Kalita,Blockchain App Development Hackathon,AI&DS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3
Frado Devan,Industry Insights Panel,CSBS,NIT Trichy,Trichy,Trichy,5
Damini Deshpande,Machine Learning with Python Workshop,ECE,Bharathidasan University,Trichy,Trichy,1
Jalsa Wagle,Virtual Career Fair,AI&DS,St. Joseph's College,Trichy,Trichy,2
Wazir Lalla,IoT with Raspberry Pi and Arduino Workshop,EEE,Anna University,Chennai,Chennai,4
Ekalinga Barman,Visit to Tesla's Gigafactory,CSBS,NIT Trichy,Trichy,Trichy,0
Thomas Sem,Blockchain App Development Hackathon,ECE,Bharathidasan University,Trichy,Trichy,4
Nitara Yogi,Alumni Networking Evening,AI&DS,St. Joseph's College,Trichy,Trichy,4
Rachana Kari,Alumni Networking Evening,AI&DS,Bharathidasan University,Trichy,Trichy,5
Lucky Amble,Kaggle Data Science Challenge,CSE,NIT Trichy,Trichy,Trichy,2
Wyatt Sharaf,International Conference on AI and ML,ECE,CIT College of Engineering,Coimbatore,Coimbatore,2
Kavya Bhatt,Startup Networking Night,EEE,Bharathidasan University,Trichy,Trichy,5
Gunbir Radhakrishnan,Cybersecurity for Beginners Workshop,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,0
Devansh Mahajan,Web Development with React Workshop,CSE,NIT Trichy,Trichy,Trichy,5
Chaaya Das,Cybersecurity Trends & Innovations Seminar,CSE,NIT Trichy,Trichy,Trichy,2
Faras Sur,Sustainability Tech Expo,EEE,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,3
Wriddhish Sinha,Tech & Cultural Fusion Fest,EEE,St. Joseph's College,Trichy,Trichy,2
Yasti Khosla,Cloud Computing with AWS Workshop,AI&DS,Bharathidasan University,Trichy,Trichy,2
Nathaniel Krishnan,AI/ML Challenge,EEE,NIT Trichy,Trichy,Trichy,3
Karan Bhakta,Mobile App Development (Android/iOS) Workshop,EEE,St. Joseph's College,Trichy,Trichy,5
Veer Mitter,Innovation Week – Showcasing Student Projects,ECE,PSG College of Technology,Coimbatore,Coimbatore,2
Fiyaz Sharma,Langchain for LLM Applications Workshop,CSBS,NIT Trichy,Trichy,Trichy,3
Eesha Yogi,Cloud Computing with AWS Workshop,EEE,NIT Trichy,Trichy,Trichy,4
Kamya Char,Tech for Good Challenge,EEE,Bharathidasan University,Trichy,Trichy,4
Eta Prasad,Startup Expo and Job Fair,CSE,NIT Trichy,Trichy,Trichy,3
Zinal Bala,Cloud Computing with AWS Workshop,CSE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Rajata Dua,Innovation Week – Showcasing Student Projects,AI&DS,Kumaraguru College of Technology,Coimbatore,Coimbatore,0
Neel Thakur,ACM ICPC Regional Coding Contest,CSBS,Amrita Vishwa Vidyapeetham,Coimbatore,Coimbatore,2
Rushil Karan,Machine Learning with Python Workshop,CSBS,Thiagarajar College of Engineering,Madurai,Madurai,4
Ayush Venkataraman,Techathon 2024,CSBS,Bharathidasan University,Trichy,Trichy,3
Raksha Nair,Cybersecurity for Beginners Workshop,CSE,Thiagarajar College of Engineering,Madurai,Madurai,5
Advaith Chander,Sustainability Tech Expo,ECE,CIT College of Engineering,Coimbatore,Coimbatore,3
Indrajit Magar,Langchain for LLM Applications Workshop,CSE,St. Joseph's College,Trichy,Trichy,5
Daniel Bath,Industry Insights Panel,CSBS,NIT Trichy,Trichy,Trichy,5
Charvi Doctor,Webinar on Quantum Computing,CSE,St. Joseph's College,Trichy,Trichy,4
Mekhala Natt,Startup Expo and Job Fair,CSBS,VIT University,Vellore,Vellore,4
Gaurang Keer,International Conference on AI and ML,EEE,Bharathidasan University,Trichy,Trichy,5
Saanvi Ranganathan,AI/ML Challenge,AI&DS,Anna University,Chennai,Chennai,5
Samuel Badal,Cybersecurity Trends & Innovations Seminar,EEE,NIT Trichy,Trichy,Trichy,5
Azaan Bajaj,Web Development with React Workshop,ECE,Anna University,Chennai,Chennai,4
Harini Gole,Kaggle Data Science Challenge,CSBS,VIT University,Vellore,Vellore,5
Radhika Parikh,IoT with Raspberry Pi and Arduino Workshop,AI&DS,NIT Trichy,Trichy,Trichy,4
Sachi Srivastava,Innovation Week – Showcasing Student Projects,CSE,NIT Trichy,Trichy,Trichy,5
Frederick Chander,Innovation Week – Showcasing Student Projects,CSBS,VIT University,Vellore,Vellore,4
Inaya Peri,Entrepreneurship in Tech Talk Series,AI&DS,PSG College of Technology,Coimbatore,Coimbatore,4
Ekiya Soman,AI/ML Challenge,AI&DS,Bharathidasan University,Trichy,Trichy,4
Priya De,Blockchain and Smart Contracts Workshop,AI&DS,CIT College of Engineering,Coimbatore,Coimbatore,3
Brinda Gour,Tech & Cultural Fusion Fest,CSBS,KPR Institute of Engineering and Technology,Coimbatore,Coimbatore,3
Sarthak Khurana,GitHub Open Source Contribution Day,EEE,VIT University,Vellore,Vellore,4
Mekhala Patla,Tech & Cultural Fusion Fest,EEE,BITS Pilani,Pilani,Pilani,5
Harsh Ramesh,Cybersecurity Capture the Flag (CTF) Hackathon,EEE,Thiagarajar College of Engineering,Madurai,Madurai,1
Advaith De,Alumni Networking Evening,CSBS,St. Joseph's College,Trichy,Trichy,2
Vanya Contractor,AI/ML Challenge,ECE,Anna University,Chennai,Chennai,5
Samar Mand,Cybersecurity for Beginners Workshop,EEE,VIT University,Vellore,Vellore,5
Ekansh Kuruvilla,Web Development with React Workshop,CSE,Bharathidasan University,Trichy,Trichy,3
Chakradhar Naik,Tech & Cultural Fusion Fest,AI&DS,SASTRA Deemed to be University,Thanjavur,Thanjavur,5
Gautami Mani,TechX – The Ultimate Tech Festival,EEE,SRM Institute of Science and Technology,Chennai,Chennai,3
Jeevika Das,Cloud Computing with AWS Workshop,CSBS,Bharathidasan University,Trichy,Trichy,4
Meera Wadhwa,Mobile App Development (Android/iOS) Workshop,ECE,PSG Institute of Technology and Applied Research,Coimbatore,Coimbatore,2
Sarthak Master,Mobile App Development (Android/iOS) Workshop,CSE,NIT Trichy,Trichy,Trichy,3
Maanav Sane,Web Development with React Workshop,CSE,Bharathidasan University,Trichy,Trichy,1
Fiyaz Seshadri,GitHub Open Source Contribution Day,ECE,NIT Trichy,Trichy,Trichy,4
Vedhika Nagy,Startup Networking Night,CSBS,SSN College of Engineering,Chennai,Chennai,0
Eta Gupta,Visit to Tesla's Gigafactory,AI&DS,NIT Trichy,Trichy,Trichy,1
Urmi Arora,Visit to Tesla's Gigafactory,CSBS,SASTRA Deemed to be University,Thanjavur,Thanjavur,0
